index,name,Mw (g/mol),Mn (g/mol),PDI,Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Solid additive,Doi,,index to extract,derived Rh (nm),normalized intensity (0-1),figure number
,,,,,,,,,,,,,,,,,,,,,,840,68.07,5.05,
,,,,,,,,,,,,,,,,,,,,,,840,74.31,5.14,
,,,,,,,,,,,,,,,,,,,,,,840,80.33,5.15,
,,,,,,,,,,,,,,,,,,,,,,840,85.99,5.1,
,,,,,,,,,,,,,,,,,,,,,,840,88.54,4.99,
,,,,,,,,,,,,,,,,,,,,,,840,95.71,4.9,
,,,,,,,,,,,,,,,,,,,,,,840,102.46,4.81,
,,,,,,,,,,,,,,,,,,,,,,840,108.63,4.68,
,,,,,,,,,,,,,,,,,,,,,,840,115.16,4.58,
,,,,,,,,,,,,,,,,,,,,,,840,122.09,4.48,
,,,,,,,,,,,,,,,,,,,,,,840,129.43,4.38,
,,,,,,,,,,,,,,,,,,,,,,840,139.92,4.32,
,,,,,,,,,,,,,,,,,,,,,,840,158.8,4.3,
,,,,,,,,,,,,,,,,,,,,,,840,176.75,4.3,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,849,1.01,1,
,,,,,,,,,,,,,,,,,,,,,,849,1.04,1.07,
,,,,,,,,,,,,,,,,,,,,,,849,1.06,1.23,
,,,,,,,,,,,,,,,,,,,,,,849,1.07,1.47,
,,,,,,,,,,,,,,,,,,,,,,849,1.12,1.68,
,,,,,,,,,,,,,,,,,,,,,,849,1.18,1.74,
,,,,,,,,,,,,,,,,,,,,,,849,1.31,1.67,
,,,,,,,,,,,,,,,,,,,,,,849,1.38,1.54,
,,,,,,,,,,,,,,,,,,,,,,849,1.4,1.38,
,,,,,,,,,,,,,,,,,,,,,,849,1.45,1.26,
,,,,,,,,,,,,,,,,,,,,,,849,1.49,1.1,
,,,,,,,,,,,,,,,,,,,,,,849,1.71,1.1,
,,,,,,,,,,,,,,,,,,,,,,849,2.05,1.06,
,,,,,,,,,,,,,,,,,,,,,,849,2.38,1.07,
,,,,,,,,,,,,,,,,,,,,,,849,2.85,1.07,
,,,,,,,,,,,,,,,,,,,,,,849,3.34,1.06,
,,,,,,,,,,,,,,,,,,,,,,849,3.76,1.06,
,,,,,,,,,,,,,,,,,,,,,,849,4.5,1.15,
,,,,,,,,,,,,,,,,,,,,,,849,5.23,1.29,
,,,,,,,,,,,,,,,,,,,,,,849,5.84,1.36,
,,,,,,,,,,,,,,,,,,,,,,849,6.14,1.45,
,,,,,,,,,,,,,,,,,,,,,,849,6.39,1.56,
,,,,,,,,,,,,,,,,,,,,,,849,6.58,1.7,
,,,,,,,,,,,,,,,,,,,,,,849,6.65,1.8,
,,,,,,,,,,,,,,,,,,,,,,849,6.71,1.99,
,,,,,,,,,,,,,,,,,,,,,,849,6.92,2.18,
,,,,,,,,,,,,,,,,,,,,,,849,7.27,2.25,
,,,,,,,,,,,,,,,,,,,,,,849,7.87,2.25,
,,,,,,,,,,,,,,,,,,,,,,849,8.7,2.15,
,,,,,,,,,,,,,,,,,,,,,,849,9.71,2.02,
,,,,,,,,,,,,,,,,,,,,,,849,10.3,1.89,
,,,,,,,,,,,,,,,,,,,,,,849,10.83,1.73,
,,,,,,,,,,,,,,,,,,,,,,849,11.05,1.63,
,,,,,,,,,,,,,,,,,,,,,,849,11.5,1.45,
,,,,,,,,,,,,,,,,,,,,,,849,11.61,1.32,
,,,,,,,,,,,,,,,,,,,,,,849,11.97,1.18,
,,,,,,,,,,,,,,,,,,,,,,849,12.96,1.11,
,,,,,,,,,,,,,,,,,,,,,,849,13.89,1.12,
,,,,,,,,,,,,,,,,,,,,,,849,15.2,1.09,
,,,,,,,,,,,,,,,,,,,,,,849,16.46,1.09,
,,,,,,,,,,,,,,,,,,,,,,849,18.01,1.06,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,848,0.99,2.8,
,,,,,,,,,,,,,,,,,,,,,,848,1.06,2.87,
,,,,,,,,,,,,,,,,,,,,,,848,1.07,2.96,
,,,,,,,,,,,,,,,,,,,,,,848,1.15,3.04,
,,,,,,,,,,,,,,,,,,,,,,848,1.27,3.06,
,,,,,,,,,,,,,,,,,,,,,,848,1.35,3.01,
,,,,,,,,,,,,,,,,,,,,,,848,1.42,2.84,
,,,,,,,,,,,,,,,,,,,,,,848,1.55,2.74,
,,,,,,,,,,,,,,,,,,,,,,848,1.75,2.73,
,,,,,,,,,,,,,,,,,,,,,,848,2.03,2.73,
,,,,,,,,,,,,,,,,,,,,,,848,2.36,2.73,
,,,,,,,,,,,,,,,,,,,,,,848,2.82,2.74,
,,,,,,,,,,,,,,,,,,,,,,848,3.48,2.74,
,,,,,,,,,,,,,,,,,,,,,,848,4.04,2.75,
,,,,,,,,,,,,,,,,,,,,,,848,4.42,2.75,
,,,,,,,,,,,,,,,,,,,,,,848,5.18,2.75,
,,,,,,,,,,,,,,,,,,,,,,848,6.39,2.76,
,,,,,,,,,,,,,,,,,,,,,,848,7.05,2.78,
,,,,,,,,,,,,,,,,,,,,,,848,7.64,2.92,
,,,,,,,,,,,,,,,,,,,,,,848,7.95,3.08,
,,,,,,,,,,,,,,,,,,,,,,848,8.61,3.29,
,,,,,,,,,,,,,,,,,,,,,,848,8.96,3.43,
,,,,,,,,,,,,,,,,,,,,,,848,9.61,3.58,
,,,,,,,,,,,,,,,,,,,,,,848,10.1,3.75,
,,,,,,,,,,,,,,,,,,,,,,848,10.62,3.91,
,,,,,,,,,,,,,,,,,,,,,,848,11.27,4.05,
,,,,,,,,,,,,,,,,,,,,,,848,12.09,4.09,
,,,,,,,,,,,,,,,,,,,,,,848,12.58,3.92,
,,,,,,,,,,,,,,,,,,,,,,848,12.83,3.75,
,,,,,,,,,,,,,,,,,,,,,,848,13.76,3.69,
,,,,,,,,,,,,,,,,,,,,,,848,14.46,3.56,
,,,,,,,,,,,,,,,,,,,,,,848,15.35,3.38,
,,,,,,,,,,,,,,,,,,,,,,848,16.46,3.24,
,,,,,,,,,,,,,,,,,,,,,,848,17.48,3.08,
,,,,,,,,,,,,,,,,,,,,,,848,18.37,2.94,
,,,,,,,,,,,,,,,,,,,,,,848,19.7,2.81,
,,,,,,,,,,,,,,,,,,,,,,848,23.8,2.81,
,,,,,,,,,,,,,,,,,,,,,,848,29.34,2.81,
,,,,,,,,,,,,,,,,,,,,,,848,34.76,2.81,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,847,2.74,4.52,
,,,,,,,,,,,,,,,,,,,,,,847,3.34,4.53,
,,,,,,,,,,,,,,,,,,,,,,847,3.84,4.54,
,,,,,,,,,,,,,,,,,,,,,,847,4.33,4.57,
,,,,,,,,,,,,,,,,,,,,,,847,4.64,4.73,
,,,,,,,,,,,,,,,,,,,,,,847,4.98,4.96,
,,,,,,,,,,,,,,,,,,,,,,847,5.34,5.19,
,,,,,,,,,,,,,,,,,,,,,,847,5.67,5.36,
,,,,,,,,,,,,,,,,,,,,,,847,5.9,5.52,
,,,,,,,,,,,,,,,,,,,,,,847,6.2,5.67,
,,,,,,,,,,,,,,,,,,,,,,847,6.58,5.83,
,,,,,,,,,,,,,,,,,,,,,,847,7.13,5.9,
,,,,,,,,,,,,,,,,,,,,,,847,7.49,5.78,
,,,,,,,,,,,,,,,,,,,,,,847,7.95,5.66,
,,,,,,,,,,,,,,,,,,,,,,847,8.27,5.43,
,,,,,,,,,,,,,,,,,,,,,,847,9.05,5.28,
,,,,,,,,,,,,,,,,,,,,,,847,9.51,5.13,
,,,,,,,,,,,,,,,,,,,,,,847,10.3,4.95,
,,,,,,,,,,,,,,,,,,,,,,847,10.72,4.81,
,,,,,,,,,,,,,,,,,,,,,,847,11.5,4.63,
,,,,,,,,,,,,,,,,,,,,,,847,12.7,4.59,
,,,,,,,,,,,,,,,,,,,,,,847,14.32,4.59,
,,,,,,,,,,,,,,,,,,,,,,847,15.98,4.58,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,846,0.99,6.3,
,,,,,,,,,,,,,,,,,,,,,,846,1.05,6.38,
,,,,,,,,,,,,,,,,,,,,,,846,1.06,6.51,
,,,,,,,,,,,,,,,,,,,,,,846,1.13,6.6,
,,,,,,,,,,,,,,,,,,,,,,846,1.26,6.61,
,,,,,,,,,,,,,,,,,,,,,,846,1.42,6.61,
,,,,,,,,,,,,,,,,,,,,,,846,1.52,6.56,
,,,,,,,,,,,,,,,,,,,,,,846,1.66,6.36,
,,,,,,,,,,,,,,,,,,,,,,846,1.89,6.31,
,,,,,,,,,,,,,,,,,,,,,,846,2.2,6.31,
,,,,,,,,,,,,,,,,,,,,,,846,2.53,6.31,
,,,,,,,,,,,,,,,,,,,,,,846,3.08,6.33,
,,,,,,,,,,,,,,,,,,,,,,846,3.41,6.32,
,,,,,,,,,,,,,,,,,,,,,,846,4.33,6.32,
,,,,,,,,,,,,,,,,,,,,,,846,5.18,6.32,
,,,,,,,,,,,,,,,,,,,,,,846,6.14,6.32,
,,,,,,,,,,,,,,,,,,,,,,846,7.27,6.33,
,,,,,,,,,,,,,,,,,,,,,,846,8.27,6.35,
,,,,,,,,,,,,,,,,,,,,,,846,9.33,6.46,
,,,,,,,,,,,,,,,,,,,,,,846,10.1,6.68,
,,,,,,,,,,,,,,,,,,,,,,846,11.16,6.89,
,,,,,,,,,,,,,,,,,,,,,,846,11.73,7.12,
,,,,,,,,,,,,,,,,,,,,,,846,12.33,7.31,
,,,,,,,,,,,,,,,,,,,,,,846,12.96,7.46,
,,,,,,,,,,,,,,,,,,,,,,846,13.76,7.62,
,,,,,,,,,,,,,,,,,,,,,,846,15.2,7.68,
,,,,,,,,,,,,,,,,,,,,,,846,16.14,7.54,
,,,,,,,,,,,,,,,,,,,,,,846,16.96,7.31,
,,,,,,,,,,,,,,,,,,,,,,846,17.83,7.15,
,,,,,,,,,,,,,,,,,,,,,,846,18.93,7.01,
,,,,,,,,,,,,,,,,,,,,,,846,20.29,6.84,
,,,,,,,,,,,,,,,,,,,,,,846,20.7,6.74,
,,,,,,,,,,,,,,,,,,,,,,846,21.98,6.58,
,,,,,,,,,,,,,,,,,,,,,,846,22.65,6.48,
,,,,,,,,,,,,,,,,,,,,,,846,23.8,6.38,
,,,,,,,,,,,,,,,,,,,,,,846,25.78,6.35,
,,,,,,,,,,,,,,,,,,,,,,846,28.48,6.34,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,845,2.93,8.02,
,,,,,,,,,,,,,,,,,,,,,,845,3.41,8.03,
,,,,,,,,,,,,,,,,,,,,,,845,3.69,8.03,
,,,,,,,,,,,,,,,,,,,,,,845,4.2,8.16,
,,,,,,,,,,,,,,,,,,,,,,845,4.83,8.27,
,,,,,,,,,,,,,,,,,,,,,,845,5.78,8.3,
,,,,,,,,,,,,,,,,,,,,,,845,6.85,8.19,
,,,,,,,,,,,,,,,,,,,,,,845,7.64,8.15,
,,,,,,,,,,,,,,,,,,,,,,845,8.87,8.09,
,,,,,,,,,,,,,,,,,,,,,,845,10.2,8.09,
,,,,,,,,,,,,,,,,,,,,,,845,11.38,8.12,
,,,,,,,,,,,,,,,,,,,,,,845,12.33,8.21,
,,,,,,,,,,,,,,,,,,,,,,845,14.03,8.36,
,,,,,,,,,,,,,,,,,,,,,,845,15.66,8.42,
,,,,,,,,,,,,,,,,,,,,,,845,18.01,8.41,
,,,,,,,,,,,,,,,,,,,,,,845,20.29,8.36,
,,,,,,,,,,,,,,,,,,,,,,845,22.87,8.22,
,,,,,,,,,,,,,,,,,,,,,,845,25.52,8.11,
,,,,,,,,,,,,,,,,,,,,,,845,30.24,8.11,
,,,,,,,,,,,,,,,,,,,,,,845,40.77,8.11,
,,,,,,,,,,,,,,,,,,,,,,845,47.35,8.11,
,,,,,,,,,,,,,,,,,,,,,,845,52.84,8.17,
,,,,,,,,,,,,,,,,,,,,,,845,57.8,8.54,
,,,,,,,,,,,,,,,,,,,,,,845,60.75,8.74,
,,,,,,,,,,,,,,,,,,,,,,845,64.49,8.98,
,,,,,,,,,,,,,,,,,,,,,,845,68.47,9.18,
,,,,,,,,,,,,,,,,,,,,,,845,73.42,9.28,
,,,,,,,,,,,,,,,,,,,,,,845,82.75,9.31,
,,,,,,,,,,,,,,,,,,,,,,845,87.85,9.15,
,,,,,,,,,,,,,,,,,,,,,,845,91.42,9.01,
,,,,,,,,,,,,,,,,,,,,,,845,98.03,8.87,
,,,,,,,,,,,,,,,,,,,,,,845,106.16,8.67,
,,,,,,,,,,,,,,,,,,,,,,845,112.71,8.51,
,,,,,,,,,,,,,,,,,,,,,,845,119.65,8.38,
,,,,,,,,,,,,,,,,,,,,,,845,124.52,8.24,
,,,,,,,,,,,,,,,,,,,,,,845,134.86,8.13,
,,,,,,,,,,,,,,,,,,,,,,845,148.99,8.08,
,,,,,,,,,,,,,,,,,,,,,,845,171.3,8.07,
,,,,,,,,,,,,,,,,,,,,,,845,185.52,8.07,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,850,4.47,6.29,
,,,,,,,,,,,,,,,,,,,,,,850,5.07,6.25,
,,,,,,,,,,,,,,,,,,,,,,850,5.51,6.25,
,,,,,,,,,,,,,,,,,,,,,,850,6.11,6.3,
,,,,,,,,,,,,,,,,,,,,,,850,6.77,6.36,
,,,,,,,,,,,,,,,,,,,,,,850,7.27,6.41,
,,,,,,,,,,,,,,,,,,,,,,850,8.41,6.43,
,,,,,,,,,,,,,,,,,,,,,,850,9.73,6.39,
,,,,,,,,,,,,,,,,,,,,,,850,10.91,6.37,
,,,,,,,,,,,,,,,,,,,,,,850,12.75,6.31,
,,,,,,,,,,,,,,,,,,,,,,850,14,6.29,
,,,,,,,,,,,,,,,,,,,,,,850,15.86,6.29,
,,,,,,,,,,,,,,,,,,,,,,850,18.15,6.28,
,,,,,,,,,,,,,,,,,,,,,,850,20.77,6.28,
,,,,,,,,,,,,,,,,,,,,,,850,23.77,6.28,
,,,,,,,,,,,,,,,,,,,,,,850,28.06,6.25,
,,,,,,,,,,,,,,,,,,,,,,850,33.47,6.26,
,,,,,,,,,,,,,,,,,,,,,,850,38.3,6.26,
,,,,,,,,,,,,,,,,,,,,,,850,43.36,6.3,
,,,,,,,,,,,,,,,,,,,,,,850,47.07,6.38,
,,,,,,,,,,,,,,,,,,,,,,850,50.05,6.47,
,,,,,,,,,,,,,,,,,,,,,,850,53.19,6.6,
,,,,,,,,,,,,,,,,,,,,,,850,55.39,6.7,
,,,,,,,,,,,,,,,,,,,,,,850,59.47,6.84,
,,,,,,,,,,,,,,,,,,,,,,850,61.93,6.93,
,,,,,,,,,,,,,,,,,,,,,,850,65.85,7.02,
,,,,,,,,,,,,,,,,,,,,,,850,71.5,7.08,
,,,,,,,,,,,,,,,,,,,,,,850,77.76,6.99,
,,,,,,,,,,,,,,,,,,,,,,850,82.83,6.9,
,,,,,,,,,,,,,,,,,,,,,,850,85.53,6.8,
,,,,,,,,,,,,,,,,,,,,,,850,90.19,6.69,
,,,,,,,,,,,,,,,,,,,,,,850,100.2,6.54,
,,,,,,,,,,,,,,,,,,,,,,850,110.13,6.44,
,,,,,,,,,,,,,,,,,,,,,,850,122.28,6.34,
,,,,,,,,,,,,,,,,,,,,,,850,141.45,6.3,
,,,,,,,,,,,,,,,,,,,,,,850,165.29,6.29,
,,,,,,,,,,,,,,,,,,,,,,850,181.48,6.28,
,,,,,,,,,,,,,,,,,,,,,,850,209.87,6.26,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,851,0.93,5.2,
,,,,,,,,,,,,,,,,,,,,,,851,0.98,5.24,
,,,,,,,,,,,,,,,,,,,,,,851,1.04,5.29,
,,,,,,,,,,,,,,,,,,,,,,851,1.15,5.3,
,,,,,,,,,,,,,,,,,,,,,,851,1.29,5.25,
,,,,,,,,,,,,,,,,,,,,,,851,1.39,5.22,
,,,,,,,,,,,,,,,,,,,,,,851,1.65,5.2,
,,,,,,,,,,,,,,,,,,,,,,851,1.95,5.2,
,,,,,,,,,,,,,,,,,,,,,,851,2.24,5.2,
,,,,,,,,,,,,,,,,,,,,,,851,2.48,5.18,
,,,,,,,,,,,,,,,,,,,,,,851,2.87,5.18,
,,,,,,,,,,,,,,,,,,,,,,851,3.72,5.18,
,,,,,,,,,,,,,,,,,,,,,,851,5.02,5.21,
,,,,,,,,,,,,,,,,,,,,,,851,7.07,5.21,
,,,,,,,,,,,,,,,,,,,,,,851,8.69,5.31,
,,,,,,,,,,,,,,,,,,,,,,851,9.13,5.46,
,,,,,,,,,,,,,,,,,,,,,,851,9.91,5.57,
,,,,,,,,,,,,,,,,,,,,,,851,10.64,5.72,
,,,,,,,,,,,,,,,,,,,,,,851,11.08,5.85,
,,,,,,,,,,,,,,,,,,,,,,851,11.66,5.94,
,,,,,,,,,,,,,,,,,,,,,,851,12.65,6.03,
,,,,,,,,,,,,,,,,,,,,,,851,13.9,6.01,
,,,,,,,,,,,,,,,,,,,,,,851,14.65,5.9,
,,,,,,,,,,,,,,,,,,,,,,851,15.61,5.8,
,,,,,,,,,,,,,,,,,,,,,,851,16.46,5.68,
,,,,,,,,,,,,,,,,,,,,,,851,17.54,5.54,
,,,,,,,,,,,,,,,,,,,,,,851,18.7,5.38,
,,,,,,,,,,,,,,,,,,,,,,851,20.34,5.29,
,,,,,,,,,,,,,,,,,,,,,,851,23.28,5.25,
,,,,,,,,,,,,,,,,,,,,,,851,27.49,5.24,
,,,,,,,,,,,,,,,,,,,,,,851,32.46,5.23,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,852,0.93,4.24,
,,,,,,,,,,,,,,,,,,,,,,852,0.97,4.34,
,,,,,,,,,,,,,,,,,,,,,,852,1.09,4.38,
,,,,,,,,,,,,,,,,,,,,,,852,1.21,4.34,
,,,,,,,,,,,,,,,,,,,,,,852,1.33,4.24,
,,,,,,,,,,,,,,,,,,,,,,852,1.46,4.21,
,,,,,,,,,,,,,,,,,,,,,,852,1.59,4.21,
,,,,,,,,,,,,,,,,,,,,,,852,1.85,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,2.35,4.21,
,,,,,,,,,,,,,,,,,,,,,,852,2.96,4.2,
,,,,,,,,,,,,,,,,,,,,,,852,3.72,4.2,
,,,,,,,,,,,,,,,,,,,,,,852,4.57,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,5.68,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,6.78,4.2,
,,,,,,,,,,,,,,,,,,,,,,852,7.84,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,8.78,4.28,
,,,,,,,,,,,,,,,,,,,,,,852,9.63,4.38,
,,,,,,,,,,,,,,,,,,,,,,852,10.55,4.54,
,,,,,,,,,,,,,,,,,,,,,,852,11.21,4.74,
,,,,,,,,,,,,,,,,,,,,,,852,12.28,4.9,
,,,,,,,,,,,,,,,,,,,,,,852,13.2,5,
,,,,,,,,,,,,,,,,,,,,,,852,14.34,4.98,
,,,,,,,,,,,,,,,,,,,,,,852,15.61,4.83,
,,,,,,,,,,,,,,,,,,,,,,852,16.29,4.7,
,,,,,,,,,,,,,,,,,,,,,,852,17.71,4.62,
,,,,,,,,,,,,,,,,,,,,,,852,19.28,4.46,
,,,,,,,,,,,,,,,,,,,,,,852,20.54,4.36,
,,,,,,,,,,,,,,,,,,,,,,852,21.21,4.25,
,,,,,,,,,,,,,,,,,,,,,,852,23.78,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,26.65,4.22,
,,,,,,,,,,,,,,,,,,,,,,852,31.79,4.22,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,853,0.95,3.17,
,,,,,,,,,,,,,,,,,,,,,,853,0.98,3.25,
,,,,,,,,,,,,,,,,,,,,,,853,1.1,3.32,
,,,,,,,,,,,,,,,,,,,,,,853,1.25,3.33,
,,,,,,,,,,,,,,,,,,,,,,853,1.37,3.29,
,,,,,,,,,,,,,,,,,,,,,,853,1.49,3.21,
,,,,,,,,,,,,,,,,,,,,,,853,1.62,3.15,
,,,,,,,,,,,,,,,,,,,,,,853,1.87,3.14,
,,,,,,,,,,,,,,,,,,,,,,853,2.24,3.14,
,,,,,,,,,,,,,,,,,,,,,,853,2.53,3.14,
,,,,,,,,,,,,,,,,,,,,,,853,2.93,3.13,
,,,,,,,,,,,,,,,,,,,,,,853,3.46,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,4.04,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,4.97,3.1,
,,,,,,,,,,,,,,,,,,,,,,853,5.99,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,7.07,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,7.92,3.16,
,,,,,,,,,,,,,,,,,,,,,,853,8.78,3.3,
,,,,,,,,,,,,,,,,,,,,,,853,9.42,3.45,
,,,,,,,,,,,,,,,,,,,,,,853,10.12,3.59,
,,,,,,,,,,,,,,,,,,,,,,853,10.53,3.74,
,,,,,,,,,,,,,,,,,,,,,,853,11.19,3.87,
,,,,,,,,,,,,,,,,,,,,,,853,12.16,3.91,
,,,,,,,,,,,,,,,,,,,,,,853,13.36,3.83,
,,,,,,,,,,,,,,,,,,,,,,853,14.23,3.74,
,,,,,,,,,,,,,,,,,,,,,,853,15.8,3.63,
,,,,,,,,,,,,,,,,,,,,,,853,16.49,3.52,
,,,,,,,,,,,,,,,,,,,,,,853,17.4,3.36,
,,,,,,,,,,,,,,,,,,,,,,853,18.16,3.22,
,,,,,,,,,,,,,,,,,,,,,,853,20.16,3.13,
,,,,,,,,,,,,,,,,,,,,,,853,23.56,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,27.53,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,31.17,3.11,
,,,,,,,,,,,,,,,,,,,,,,853,36.42,3.13,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,854,0.97,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,1,2.2,
,,,,,,,,,,,,,,,,,,,,,,854,1,2.33,
,,,,,,,,,,,,,,,,,,,,,,854,1.06,2.48,
,,,,,,,,,,,,,,,,,,,,,,854,1.18,2.53,
,,,,,,,,,,,,,,,,,,,,,,854,1.29,2.43,
,,,,,,,,,,,,,,,,,,,,,,854,1.33,2.36,
,,,,,,,,,,,,,,,,,,,,,,854,1.4,2.25,
,,,,,,,,,,,,,,,,,,,,,,854,1.48,2.18,
,,,,,,,,,,,,,,,,,,,,,,854,1.59,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,1.8,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,1.98,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,2.36,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,2.84,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,3.46,2.09,
,,,,,,,,,,,,,,,,,,,,,,854,4.04,2.09,
,,,,,,,,,,,,,,,,,,,,,,854,4.72,2.09,
,,,,,,,,,,,,,,,,,,,,,,854,5.69,2.09,
,,,,,,,,,,,,,,,,,,,,,,854,6.58,2.09,
,,,,,,,,,,,,,,,,,,,,,,854,7.37,2.11,
,,,,,,,,,,,,,,,,,,,,,,854,8.18,2.14,
,,,,,,,,,,,,,,,,,,,,,,854,8.88,2.21,
,,,,,,,,,,,,,,,,,,,,,,854,9.74,2.31,
,,,,,,,,,,,,,,,,,,,,,,854,10.45,2.48,
,,,,,,,,,,,,,,,,,,,,,,854,10.87,2.67,
,,,,,,,,,,,,,,,,,,,,,,854,11.44,2.8,
,,,,,,,,,,,,,,,,,,,,,,854,12.29,2.86,
,,,,,,,,,,,,,,,,,,,,,,854,13.35,2.89,
,,,,,,,,,,,,,,,,,,,,,,854,14.97,2.85,
,,,,,,,,,,,,,,,,,,,,,,854,15.79,2.71,
,,,,,,,,,,,,,,,,,,,,,,854,16.65,2.6,
,,,,,,,,,,,,,,,,,,,,,,854,17.74,2.48,
,,,,,,,,,,,,,,,,,,,,,,854,18.71,2.36,
,,,,,,,,,,,,,,,,,,,,,,854,19.72,2.26,
,,,,,,,,,,,,,,,,,,,,,,854,20.36,2.18,
,,,,,,,,,,,,,,,,,,,,,,854,22.6,2.14,
,,,,,,,,,,,,,,,,,,,,,,854,25.59,2.14,
,,,,,,,,,,,,,,,,,,,,,,854,28.68,2.14,
,,,,,,,,,,,,,,,,,,,,,,854,32.83,2.14,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,855,4.97,1.06,
,,,,,,,,,,,,,,,,,,,,,,855,5.99,1.07,
,,,,,,,,,,,,,,,,,,,,,,855,7.45,1.1,
,,,,,,,,,,,,,,,,,,,,,,855,8.89,1.07,
,,,,,,,,,,,,,,,,,,,,,,855,10.5,1.02,
,,,,,,,,,,,,,,,,,,,,,,855,12.4,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,14.94,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,17.46,1.02,
,,,,,,,,,,,,,,,,,,,,,,855,23.82,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,37.6,1.05,
,,,,,,,,,,,,,,,,,,,,,,855,52.94,1.06,
,,,,,,,,,,,,,,,,,,,,,,855,65.16,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,87.12,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,112.92,1.02,
,,,,,,,,,,,,,,,,,,,,,,855,134.67,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,157.34,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,185.75,1.03,
,,,,,,,,,,,,,,,,,,,,,,855,210.32,1.06,
,,,,,,,,,,,,,,,,,,,,,,855,226.02,1.11,
,,,,,,,,,,,,,,,,,,,,,,855,240.25,1.23,
,,,,,,,,,,,,,,,,,,,,,,855,258.03,1.34,
,,,,,,,,,,,,,,,,,,,,,,855,282.84,1.49,
,,,,,,,,,,,,,,,,,,,,,,855,303.74,1.62,
,,,,,,,,,,,,,,,,,,,,,,855,319.52,1.74,
,,,,,,,,,,,,,,,,,,,,,,855,346.76,1.85,
,,,,,,,,,,,,,,,,,,,,,,855,376.66,1.87,
,,,,,,,,,,,,,,,,,,,,,,855,409.69,1.77,
,,,,,,,,,,,,,,,,,,,,,,855,427.45,1.68,
,,,,,,,,,,,,,,,,,,,,,,855,446.04,1.57,
,,,,,,,,,,,,,,,,,,,,,,855,465.32,1.49,
,,,,,,,,,,,,,,,,,,,,,,855,495.85,1.37,
,,,,,,,,,,,,,,,,,,,,,,855,533.76,1.26,
,,,,,,,,,,,,,,,,,,,,,,855,574.5,1.17,
,,,,,,,,,,,,,,,,,,,,,,855,618.21,1.1,
,,,,,,,,,,,,,,,,,,,,,,855,693.09,1.08,
,,,,,,,,,,,,,,,,,,,,,,855,784.95,1.08,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,856,6.65,0,
,,,,,,,,,,,,,,,,,,,,,,856,8.62,0.02,
,,,,,,,,,,,,,,,,,,,,,,856,10.72,0.01,
